source,destination,same_community,pagerank_difference,betweenness_difference,hub_score_difference,authority_score_difference,embedding_cosine_similarity
IND000000AAL,IND411033AAA,1,0.0057931844564532,0.0432540118304796,0.0151860892991089,0.017323034954526,0.9842209
IND411033AAA,IND000000AAL,1,0.0057931844564532,0.0432540118304796,0.0151860892991089,0.017323034954526,0.9842209
IND411033AAA,IND000000ACB,0,0.005249721632334601,0.17697367444948942,0.0277102469827321,0.015198242062062498,0.43884808
IND411033AAA,IND400072AAB,0,0.004389955921486499,0.038157022242405796,0.009825110653421301,0.0120341706709698,0.7587594
IND411033AAA,IND403726AAA,0,0.0048419906983002995,0.0354556388842237,0.015024662860438001,0.0165946511575907,0.8083198
IND411033AAA,IND410503AAA,1,0.0057931844564532,0.0432540118304796,0.0170056498781516,0.017323034954526,0.95492625
IND411033AAA,IND410505AAB,1,0.0054694186789034,0.042445818243486595,0.015163046165172802,0.0173019094508845,0.96793747
IND411033AAA,IND411014AAA,1,0.005051088235060799,0.041637624656493594,0.015139470213658902,0.0172802954702976,0.86861354
IND411033AAA,IND411021AAA,1,0.0057931844564532,0.0432540118304796,0.0151860892991089,0.017323034954526,0.9857279
IND411033AAA,IND411036AAA,1,0.0057931844564532,0.0432540118304796,0.0151860892991089,0.017323034954526,0.98079264
IND411033AAA,IND413002AAA,1,0.0046739031466078,0.0395351361194325,0.011993211795889401,0.0118587739514617,0.77424705
IND411033AAA,IND413501AAA,1,0.0055380195544814,0.042800522867204795,0.015163046165172802,0.0167633224651675,0.9450796
IND411033AAA,IND414001AAA,1,0.0057931844564532,0.0420389849028558,0.015139197608780502,0.017323034954526,0.9465625
IND411033AAA,IND416012AAA,1,0.0042679604752526,0.032733864309149895,0.0163322071384834,0.013818837576165,0.76075447
IND411033AAA,IND421302AAG,0,1.5724307453700466e-05,0.026371225007767604,0.012047826326063198,0.005207292265224799,0.6289009
IND411033AAA,IND431136AAC,1,0.0046002059433695,0.037611616512529394,0.0150879174440397,0.0172325509773724,0.8337725
IND411033AAA,IND431603AAA,1,0.0050823698773625,0.0384114180216439,0.0172022574490128,0.0172579200724134,0.82295877
IND411033AAA,IND501359AAE,0,0.0026243813261206004,0.0493776490189165,0.0028547355942756987,0.0024479292326349995,0.59537613
IND411033AAA,IND521225AAB,0,0.0036295239905745997,0.031043272246907398,0.0144587100877645,0.011999217049933,0.6719537
IND411033AAA,IND562132AAA,0,0.0034608136428430003,0.08168882649443951,0.013714913686340199,0.009575521484264202,0.55647624
IND411033AAA,IND580028AAA,0,0.0026092854612786995,0.029622023905341896,0.010969275729442902,0.0135270424494026,0.6718474
IND000000AAQ,IND700028AAB,1,0.00035348804389710004,0.0004035494840696,0.0017846823950399,0.0013156155894983,0.8952434
IND700028AAB,IND712311AAA,1,0.0060759150345017,0.09025589310043869,0.0101825711239647,0.0169702583982191,0.9821317
IND000000AAS,IND783370AAC,1,3.7855358666700014e-05,2.189237707399868e-06,2.524768745137063e-20,2.3791306828719904e-19,0.9751852
IND783370AAC,IND783301AAA,1,0.00013168608111109993,0.00040172511931349996,2.9241523459128915e-20,2.4007620694754383e-19,0.9837215
IND000000AAZ,IND444203AAA,1,3.176279478859991e-05,4.378475414799953e-06,0.000338169253143,0.0002851087975438,0.984751
IND000000AAZ,IND444303AAA,1,0.0003857812420171,0.001614927682181,2.0637293727886972e-21,0.0002851087975438,0.98913896
IND444203AAA,IND444005AAB,1,0.0002640833623896001,0.0028230220237313005,0.0022852536667061,0.0032155971416091,0.9830038
IND444303AAA,IND444203AAA,1,0.0004175440368056999,0.0016105492067662,0.000338169253143,2.2708762392126627e-20,0.99132234
IND000000ABA,IND683565AAA,1,4.6654431909500004e-05,2.1892377074000306e-06,0.0005402875379936,0.0003493252850048,0.9892297
IND683565AAA,IND683511AAA,1,0.0024436429480322996,0.0223656172920589,0.0027107590117557,0.0051375074660748,0.97674775
IND000000ABD,IND562132AAA,0,0.009150309015588099,0.1245396537138007,0.027893990351034098,0.0287469407649286,0.76628613
IND562132AAA,IND000000ACB,0,0.0017889079894916008,0.09528484795504989,0.013995333296391903,0.0056227205777982965,0.35146993
IND562132AAA,IND000000ACS,1,0.0089233001771711,0.1249428383249191,0.030917171135353,0.0233286762903562,0.77435434
IND562132AAA,IND302014AAA,0,0.0067340760657075005,0.08445319837589771,0.0247544083666713,0.0197717694548367,0.46770507
IND562132AAA,IND395023AAA,0,0.0077064577488767,0.11127590659566061,0.019729609796794702,0.020847720012029204,0.63283765
IND562132AAA,IND411033AAA,0,0.0034608136428430003,0.08168882649443951,0.013714913686340199,0.009575521484264202,0.55647624
IND562132AAA,IND416012AAA,0,0.0077287741180956,0.11442269080358941,0.0300471208248236,0.0233943590604292,0.62325
IND562132AAA,IND421302AAG,0,0.0034450893353893,0.055317601486671905,0.0016670873602770003,0.0043682292190394025,0.46191522
IND562132AAA,IND462022AAA,0,0.0053373005036914,0.0953051265168867,0.0259235067244511,0.013761071212189602,0.43400717
IND562132AAA,IND501359AAE,0,0.0008364323167223998,0.032311177475523006,0.0108601780920645,0.007127592251629202,0.5001232
IND562132AAA,IND515004AAA,0,0.006966187923029299,0.1120604514720213,0.0253688853962179,0.0218699003058321,0.695354
IND562132AAA,IND518002AAA,0,0.0069136823436602,0.11489150070067991,0.0251984003968823,0.0226851288073048,0.66503316
IND562132AAA,IND560002AAA,1,0.0091090198057405,0.1249428383249191,0.0270801408930834,0.023389902802281703,0.93955374
IND562132AAA,IND560043AAC,1,0.0090086353539471,0.12413391499202371,0.0270362868118682,0.0233286762903562,0.9245086
IND562132AAA,IND560048AAB,1,0.008963545109405599,0.1241357393567799,0.0270801408930834,0.023327968431740502,0.909394
IND562132AAA,IND560058AAB,1,0.0091090198057405,0.12494186533038247,0.0265588273445182,0.023389902802281703,0.93936974
IND562132AAA,IND560058AAD,1,0.0089816362379324,0.1249428383249191,0.027893990351034098,0.023878301586764402,0.97781706
IND562132AAA,IND560060AAB,1,0.0090274477668661,0.1249428383249191,0.0270801408930834,0.023789853918421502,0.94487774
IND562132AAA,IND560066AAB,1,0.009282421541805,0.1249428383249191,0.030917171135353,0.025424887557405802,0.83660084
IND562132AAA,IND560078AAC,1,0.0091090198057405,0.1249428383249191,0.0270801408930834,0.023389902802281703,0.9446065
IND562132AAA,IND560083AAB,1,0.0091764753870416,0.1249428383249191,0.0273819784284589,0.0242581584054797,0.9803307
IND562132AAA,IND560085AAA,1,0.0091090198057405,0.1249428383249191,0.027893990351034098,0.023389902802281703,0.96736574
IND562132AAA,IND560099AAB,1,0.0073929397505853,0.1214673609147248,0.0200588366640628,0.021008176917053503,0.89456254
IND562132AAA,IND560300AAA,1,0.0086831476272152,0.11931035538881081,0.022836624137336302,0.024150983355823503,0.8407351
IND562132AAA,IND570020AAA,0,0.008113877093873,0.12208478849786891,0.030917171135353,0.0253078528912688,0.6442164
IND562132AAA,IND572101AAA,1,0.008207281934078,0.1233162347082985,0.030917171135353,0.0253476238181344,0.69443375
IND562132AAA,IND573201AAB,0,0.0080969284607118,0.111702593465514,0.03084721340980464,0.025305354675320402,0.6861357
IND562132AAA,IND577002AAA,1,0.0076298350926975005,0.12171663169006941,0.0303097728518332,0.025307858268680202,0.7592693
IND562132AAA,IND577501AAA,1,0.0089828770853382,0.1245396537138007,0.0305554989767966,0.025386919237646702,0.80948657
IND562132AAA,IND577598AAC,1,0.009282421541805,0.1249428383249191,0.0305638134476867,0.025424887557405802,0.8225855
IND562132AAA,IND580028AAA,0,0.0060700991041217,0.1113108503997814,0.0246841894157831,0.023102563933666803,0.7204712
IND562132AAA,IND583101AAA,1,0.0087043400214668,0.1209088029760276,0.030917171135353,0.0253471641363888,0.8178654
IND562132AAA,IND600056AAB,1,0.0051052756807647,0.0827966424943185,0.0231080064575744,0.018269584457104502,0.61391544
IND562132AAA,IND683511AAA,0,0.0066653372642968,0.1021740364217418,0.0276661245856037,0.023609433298853802,0.72522616
IND562132AAA,IND712311AAA,0,0.0030871678510684996,0.03428339574041081,0.018811560502029902,0.010461066777211203,0.40256125
IND562132AAA,IND751002AAB,0,0.0067889619477436,0.10335573796441541,0.0255944562246599,0.015452335355874302,0.6299003
IND000000ABG,IND501359AAF,1,0.0003864885321560001,0.0,3.356359528949912e-22,3.1915083962226242e-21,0.8787621
IND000000ACA,IND140406AAA,1,0.0025037749074144997,0.0078575390049184,0.0024143557120799492,0.0026033683455667003,0.96284676
IND000000ACA,IND142001AAB,1,0.0022676361144592996,0.0068599763562327,0.0021506269833025,0.0007075536540797002,0.9300398
IND000000ACA,IND142401AAA,1,0.0023046156089359,0.0080600434928557,0.0021167312502087,0.0025642592261182003,0.9709898
IND000000ACA,IND143001AAA,1,0.0018322722842208999,0.0080600434928557,0.0021831866880368997,0.00047581076668820003,0.9367777
IND000000ACA,IND144001AAB,1,0.0003363533533399998,0.0044295576280339,0.00026108801510389993,0.0006319140901741003,0.92930317
IND000000ACA,IND144514AAA,1,0.0025037749074144997,0.0076550345169811,0.0021132500749336,0.0026033683455667003,0.9685292
IND000000ACA,IND147301AAA,1,0.0023046156089359,0.0078575390049184,0.0021132500749336,0.0025642592261182003,0.9595634
IND000000ACA,IND152026AAA,1,0.0010284734131236998,0.0038140169592947,0.00022604702996459987,0.0025581383162539,0.9072018
IND000000ACA,IND160002AAC,1,0.0051566219174466014,0.0470181650554239,0.0152258381521922,0.0119310082930265,0.8394023
IND140406AAA,IND140401AAA,1,0.0003108045255140001,0.0002008625596567,0.0003604935305494495,0.00022669488452085534,0.98683536
IND142001AAB,IND151001AAA,1,0.0019720338670035,0.0038366390822714997,0.0013432174528316,8.021771870600014e-05,0.9101883
IND142001AAB,IND152026AAA,1,0.0012391627013356,0.003045959396938,0.0019245799533379,0.0018505846621741998,0.9311256
IND142401AAA,IND000000ACA,1,0.0023046156089359,0.0080600434928557,0.0021167312502087,0.0025642592261182003,0.9709898
IND143001AAA,IND144001AAB,1,0.0014959189308809,0.0036304858648218,0.0019220986729329998,0.00015610332348590028,0.98963153
IND144001AAB,IND000000ACA,1,0.0003363533533399998,0.0044295576280339,0.00026108801510389993,0.0006319140901741003,0.92930317
IND144001AAB,IND143001AAA,1,0.0014959189308809,0.0036304858648218,0.0019220986729329998,0.00015610332348590028,0.98963153
IND144001AAB,IND144401AAB,1,0.0020056816144004,0.0036304858648218,0.0019220986729329998,0.0019995081893772,0.9891818
IND144001AAB,IND144601AAA,1,0.0020056816144004,0.0028201030401213997,0.0021567488722511,0.0019995081893772,0.9747316
IND144001AAB,IND160002AAC,1,0.0054929752707866,0.0514477226834578,0.0154869261672961,0.0125629223832006,0.8623506
IND144514AAA,IND000000ACA,1,0.0025037749074144997,0.0076550345169811,0.0021132500749336,0.0026033683455667003,0.9685292
IND144514AAA,IND141115AAA,1,6.6666681256999545e-06,1.459491804999978e-06,3.4811752750999922e-06,0.00022669488452085526,0.9808849
IND147301AAA,IND000000ACA,1,0.0023046156089359,0.0078575390049184,0.0021132500749336,0.0025642592261182003,0.9595634
IND147301AAA,IND140401AAA,1,0.00011164522703540009,0.0002008625596567,5.938789340310003e-05,0.0002658040039693553,0.9890976
IND152026AAA,IND000000ACA,1,0.0010284734131236998,0.0038140169592947,0.00022604702996459987,0.0025581383162539,0.9072018
IND152026AAA,IND151001AAA,1,0.0007328711656679001,0.0007906796853334999,0.0005813625005063,0.0019308023808802,0.85144055
IND152026AAA,IND152024AAA,1,0.0015220479988219,0.0038406526847352,0.0021917898573904,6.951880585240002e-05,0.9694253
IND152026AAA,IND152101AAA,1,0.0015220479988219,0.004246026533561,0.0021597116157004615,6.951880585240002e-05,0.9806063
IND152026AAA,IND152107AAA,1,0.0013753428809606,0.004246026533561,0.0021597116157004615,6.334093919220003e-05,0.9811685
IND152026AAA,IND152116AAA,1,0.0015220479988219,0.004246026533561,0.0021342946431797305,6.951880585240002e-05,0.978361
IND152026AAA,IND160002AAC,1,0.006185095330570301,0.0508321820147186,0.0154518851821568,0.0144891466092804,0.82106763
IND160002AAC,IND000000ACA,1,0.0051566219174466014,0.0470181650554239,0.0152258381521922,0.0119310082930265,0.8394023
IND160002AAC,IND000000ACB,0,0.0033714582035335,0.1651494777316894,0.027268829392197703,0.019575487882757696,0.46623042
IND160002AAC,IND110037AAM,0,0.0031974518450946007,0.013747558715689195,0.0017545576350463006,0.00044093737977470016,0.5225584
IND160002AAC,IND131028AAB,0,0.002274761964062201,0.0072413059463170976,0.0090368618186832,0.001525363971775601,0.6783719
IND160002AAC,IND134203AAA,1,0.007697881922470201,0.0546728346994538,0.0160700593873622,0.0128983587684823,0.96751463
IND160002AAC,IND135001AAA,1,0.0075974974706768,0.0542696500883354,0.0176436750395472,0.012876691175005001,0.92780364
IND160002AAC,IND140301AAA,1,0.007697881922470201,0.0542678257235792,0.017439691062725,0.0128983587684823,0.918303
IND160002AAC,IND140603AAA,1,0.007697881922470201,0.0550782085482796,0.0176436750395472,0.0128983587684823,0.8750626
IND160002AAC,IND140901AAA,1,0.007547264792641401,0.054675753683063696,0.0158684067786349,0.012876440669264301,0.97010636
IND160002AAC,IND142001AAB,1,0.007424258031905901,0.0538781414116566,0.0173764651354947,0.0126385619471062,0.8848083
IND160002AAC,IND143001AAA,1,0.006988894201667501,0.0550782085482796,0.0174090248402291,0.012406819059714701,0.8583497
IND160002AAC,IND144001AAB,1,0.0054929752707866,0.0514477226834578,0.0154869261672961,0.0125629223832006,0.8623506
IND160002AAC,IND147001AAB,1,0.007647689696573501,0.05467465906421,0.0160516535350126,0.012854522570046201,0.9283263
IND160002AAC,IND147001AAD,1,0.007647689696573501,0.053458537517732496,0.0160332476826631,0.012854522570046201,0.89027596
IND160002AAC,IND147101AAA,1,0.007435795917062001,0.0550782085482796,0.0158684067786349,0.0127076060118812,0.9470897
IND160002AAC,IND147105AAA,1,0.007435795917062001,0.0550782085482796,0.0158684067786349,0.0127076060118812,0.94546777
IND160002AAC,IND151001AAA,1,0.005452224164902401,0.0500415023293851,0.0160332476826631,0.0125583442284002,0.8602501
IND160002AAC,IND160003AAA,1,0.007697881922470201,0.0550782085482796,0.0160878412800599,0.0128983587684823,0.9807466
IND160002AAC,IND160055AAA,1,0.007483215201368201,0.0550782085482796,0.0160878412800599,0.0127076060118812,0.9816801
IND160002AAC,IND160102AAC,1,0.007697881922470201,0.0550782085482796,0.0160878412800599,0.0128983587684823,0.96985686
IND160002AAC,IND173212AAA,1,0.007607494226394801,0.0540665982909712,0.0158005109342854,0.0128519500666151,0.9274565
IND160002AAC,IND174001AAA,1,0.007439610473509701,0.0526558170250081,0.0176436750395472,0.012876691175005001,0.8994542
IND160002AAC,IND174103AAA,1,0.007289527909780501,0.0544737965045533,0.0160878412800599,0.0126294403612775,0.95389503
IND160002AAC,IND174307AAA,1,0.007697881922470201,0.0550782085482796,0.01744202243082,0.0128983587684823,0.8616091
IND160002AAC,IND176041AAA,1,0.007396647662812601,0.0550782085482796,0.0176436750395472,0.012876691175005001,0.8353392
IND160002AAC,IND181152AAA,1,0.0073528107938433005,0.0548760689332936,0.017603683117845687,0.012473626034221402,0.9043622
IND160002AAC,IND184104AAA,1,0.007475432705696401,0.054067510473349296,0.0157586306253432,0.0126761742497458,0.9112021
IND160002AAC,IND421302AAG,0,0.0018625391213474007,0.014547028289967602,0.0116064087355288,0.009584538085919999,0.5669357
IND160002AAC,IND562132AAA,0,0.001582550214041899,0.06986462977663951,0.0132734960958058,0.013952767304959401,0.4178471
IND000000ACB,IND000000AEL,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.97797227
IND000000ACB,IND110024AAA,1,0.009380479622388901,0.21982158268524069,0.0449125044317449,0.027380488233496997,0.56846654
IND000000ACB,IND110030AAD,1,0.0110527311770188,0.220227686279969,0.0412980085247006,0.028551352820336898,0.94937867
IND000000ACB,IND110037AAK,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.990983
IND000000ACB,IND110043AAA,1,0.010613761658291901,0.2190159432089064,0.0412566978268298,0.029432221779005497,0.8704488
IND000000ACB,IND110043AAC,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.9870248
IND000000ACB,IND110052AAA,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.981677
IND000000ACB,IND110064AAA,1,0.010935362566362902,0.2194162088364149,0.0412144319174831,0.027459466048760497,0.7991026
IND000000ACB,IND110085AAB,1,0.0104541865202692,0.2178012811542338,0.0411268988056385,0.0272996842444004,0.7136129
IND000000ACB,IND110092AAC,1,0.010501591943406,0.2194191278200248,0.0412566978268298,0.027380488233496997,0.83588827
IND000000ACB,IND110095AAB,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.98240143
IND000000ACB,IND121002AAB,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.97789097
IND000000ACB,IND121004AAB,1,0.0089789638245613,0.2153378260178637,0.039481705310513704,0.0268648663230057,0.69464403
IND000000ACB,IND122001AAA,1,0.010921574065166102,0.218154645201424,0.039608039276832,0.0294886526283736,0.82993424
IND000000ACB,IND122015AAC,1,0.011107293693735401,0.220227686279969,0.0449125044317449,0.029543808137976496,0.8119743
IND000000ACB,IND124103AAA,1,0.011107293693735401,0.220227686279969,0.0443991916631275,0.029543808137976496,0.89441323
IND000000ACB,IND124112AAA,0,0.011107293693735401,0.220227686279969,0.0430441657135946,0.029543808137976496,0.79907686
IND000000ACB,IND125001AAA,0,0.0085135837811664,0.2112437903922374,0.0392148030666238,0.026860188810105996,0.69949
IND000000ACB,IND125005AAA,0,0.010375008601681501,0.2147386157885999,0.040854531258073305,0.0291400073215966,0.75057626
IND000000ACB,IND125033AAA,0,0.0110176124355696,0.220227686279969,0.0435727903062929,0.0293430549512053,0.8177149
IND000000ACB,IND127021AAA,1,0.010838249919238001,0.21901484859005269,0.0449125044317449,0.0294886526283736,0.92236364
IND000000ACB,IND131028AAB,0,0.005646220167595701,0.1723907836780065,0.036305691210880904,0.018050123910982097,0.5294527
IND000000ACB,IND160002AAC,0,0.0033714582035335,0.1651494777316894,0.027268829392197703,0.019575487882757696,0.46623042
IND000000ACB,IND201001AAC,1,0.010935362566362902,0.22017677109718706,0.0397885460791045,0.027459466048760497,0.8921927
IND000000ACB,IND201007AAA,1,0.0091252925320072,0.2164567052165277,0.0448908837162353,0.0258861483789165,0.57813454
IND000000ACB,IND201301AAF,1,0.0089465845459021,0.2185923257125186,0.044901947081430665,0.025886190428629698,0.55554134
IND000000ACB,IND201301AAM,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.99146116
IND000000ACB,IND209304AAA,1,0.0063257944668312005,0.1798682968367355,0.0388061378799596,0.025042891391671998,0.6473756
IND000000ACB,IND282002AAD,1,0.0101188295703022,0.2155587432667352,0.042672820498064305,0.026279595926249098,0.6668773
IND000000ACB,IND301001AAB,0,0.0103316526714014,0.21700020258979,0.043939684287928,0.0286854936098296,0.6438569
IND000000ACB,IND301705AAA,1,0.0110571014678388,0.2190133890982477,0.044906569080002644,0.029488007585218197,0.8091937
IND000000ACB,IND302014AAA,0,0.008522984055199101,0.1797380463309476,0.038749741663063206,0.025394490032634998,0.5819335
IND000000ACB,IND302022AAD,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.97378933
IND000000ACB,IND328001AAA,1,0.0107294910319889,0.21938290588704729,0.0398211100794897,0.029012347538371997,0.8008704
IND000000ACB,IND382430AAB,0,0.007607645697475001,0.18853249488664559,0.0397189730016596,0.0233185465981392,0.54636204
IND000000ACB,IND390022AAA,0,0.0100774358288298,0.2148868415156874,0.0428031735858033,0.0281223639676444,0.5933109
IND000000ACB,IND411033AAA,0,0.005249721632334601,0.17697367444948942,0.0277102469827321,0.015198242062062498,0.43884808
IND000000ACB,IND421302AAG,0,0.005233997324880901,0.1506024494417218,0.015662420656668903,0.009990949796837699,0.43626627
IND000000ACB,IND462022AAA,0,0.007126208493183001,0.1905899744719366,0.039918840020843005,0.0193837917899879,0.58270025
IND000000ACB,IND474003AAA,0,0.0094138498923346,0.2124481058560631,0.040536231872733704,0.028416136531153498,0.71393096
IND000000ACB,IND501359AAE,0,0.0026253403062140006,0.1275960254305729,0.024855511388456403,0.012750312829427499,0.38660455
IND000000ACB,IND521225AAB,0,0.0088792456229092,0.2080169466963968,0.0421689570704966,0.027197459111995496,0.5275406
IND000000ACB,IND562132AAA,0,0.0017889079894916008,0.09528484795504989,0.013995333296391903,0.0056227205777982965,0.35146993
IND000000ACB,IND600056AAB,0,0.006894183670256301,0.17808149044936838,0.037103339753966305,0.0238923050349028,0.36514688
IND000000ACB,IND712311AAA,0,0.0048760758405601,0.12956824369546072,0.032806893798421805,0.0160837873550095,0.43648592
IND000000ACB,IND751002AAB,0,0.008577869937235201,0.1986405859194653,0.0395897895210518,0.0210750559336726,0.42555547
IND000000ACB,IND821115AAB,0,0.0092010468395041,0.2110318089273204,0.0401552709860412,0.027825152457470297,0.6758167
IND000000ACB,IND834002AAB,0,0.009911715513144901,0.2123189434375601,0.0404096178287437,0.024885798809706997,0.6276763
IND000000ACB,IND842001AAA,0,0.0068427069534601,0.1955288889012163,0.04487778016232215,0.028853731855711297,0.50228167
IND000000AEL,IND000000ACB,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.97797227
IND110024AAA,IND110014AAA,1,0.00020506115546310016,0.0004061035947283,0.0007350185195316,0.0069891731092299,0.9979335
IND110030AAD,IND000000ACB,1,0.0110527311770188,0.220227686279969,0.0412980085247006,0.028551352820336898,0.94937867
IND110037AAK,IND000000ACB,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.990983
IND110043AAA,IND000000ACB,1,0.010613761658291901,0.2190159432089064,0.0412566978268298,0.029432221779005497,0.8704488
IND110043AAA,IND110078AAA,1,0.0003472221000824,0.0012117430710626,0.0031365592688302997,0.004544622769300901,0.9912953
IND110043AAC,IND000000ACB,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.9870248
IND110052AAA,IND000000ACB,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.981677
IND110064AAA,IND000000ACB,1,0.010935362566362902,0.2194162088364149,0.0412144319174831,0.027459466048760497,0.7991026
IND110064AAA,IND110005AAA,1,0.0002316437221658,0.0008114774435541,0.0036980725142618,0.0065128370232543,0.92919254
IND110064AAA,IND110046AAA,1,0.0002316437221658,0.0008114774435541,0.0036980725142618,0.0065128370232543,0.94124967
IND110085AAB,IND000000ACB,1,0.0104541865202692,0.2178012811542338,0.0411268988056385,0.0272996842444004,0.7136129
IND110085AAB,IND110039AAA,1,0.0006863131206033999,0.0024264051257352,0.0030420893304416,0.0066632133857744994,0.979621
IND110085AAB,IND110083AAA,1,0.0006863131206033999,0.0024264051257352,0.0030420893304416,0.0066632133857744994,0.9867346
IND110085AAB,IND110085AAA,1,0.0006863131206033999,0.0024264051257352,0.0037856056261064,0.0066632133857744994,0.9474016
IND110085AAB,IND110087AAA,1,0.0006863131206033999,0.0024264051257352,0.0037856056261064,0.0066632133857744994,0.93783575
IND110092AAC,IND000000ACB,1,0.010501591943406,0.2194191278200248,0.0412566978268298,0.027380488233496997,0.83588827
IND110092AAC,IND110093AAA,1,0.0004114973216903,0.0008085584599442,0.0029207880853835,0.0065963563148094,0.99237037
IND110095AAB,IND000000ACB,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.98240143
IND121002AAB,IND000000ACB,1,0.011107293693735401,0.220227686279969,0.0412980085247006,0.029543808137976496,0.97789097
IND121004AAB,IND000000ACB,1,0.0089789638245613,0.2153378260178637,0.039481705310513704,0.0268648663230057,0.69464403
IND121004AAB,IND110037AAM,1,0.0024100537759332,0.036440789570485105,0.013967433553362302,0.0068484410604733,0.7691066
IND121004AAB,IND121001AAA,1,0.0020282119552945998,0.0048898602621053,0.004641555066380299,0.0069212550974847,0.9928655
IND121004AAB,IND121002AAA,1,0.0020282119552945998,0.0048898602621053,0.004641555066380299,0.0069212550974847,0.9887265
IND121004AAB,IND121004AAA,1,0.0020282119552945998,0.0048898602621053,0.004641555066380299,0.0069212550974847,0.9871072
IND121004AAB,IND121004AAC,1,0.0020282119552945998,0.0048898602621053,0.004641555066380299,0.0069212550974847,0.9929376
IND121004AAB,IND121102AAA,1,0.0020282119552945998,0.0048898602621053,0.004641555066380299,0.0069212550974847,0.9879799
IND122001AAA,IND000000ACB,1,0.010921574065166102,0.218154645201424,0.039608039276832,0.0294886526283736,0.82993424
IND122001AAA,IND110037AAM,1,0.004352664016538,0.0392576087540454,0.0140937675196806,0.0094722273658412,0.64588714
IND122001AAA,IND122001AAD,1,0.0002985186994599,0.002073041078545,0.005243839506685223,0.004311043389747,0.927384
IND122001AAA,IND122050AAA,1,0.00012554957572469998,0.002073041078545,0.0053044651549129,0.0043045291576307996,0.92465276
IND122001AAA,IND122101AAC,1,0.0002985186994599,0.002073041078545,0.0053044651549129,0.004311043389747,0.92138606
IND124103AAA,IND127021AAA,1,0.0002690437744974,0.0012128376899163,0.0005133127686174,5.515550960289925e-05,0.99072516
IND124112AAA,IND125001AAA,1,0.002593709912569,0.0089838958877316,0.0038293626469708,0.0026836193278704998,0.8883725
IND124112AAA,IND125005AAA,1,0.0007322850920539,0.0054890704913691,0.0021896344555212997,0.0004038008163798996,0.93356323
IND124112AAA,IND125033AAA,1,8.968125816579997e-05,0.0,0.0005286245926983,0.00020075318677119976,0.98431605
IND125001AAA,IND000000ACB,0,0.0085135837811664,0.2112437903922374,0.0392148030666238,0.026860188810105996,0.69949
IND125001AAA,IND110037AAM,0,0.0019446737325383,0.0323467539448588,0.013700531309472401,0.0068437635475736,0.71717983
IND125001AAA,IND125047AAB,1,0.0023045900838743003,0.008568670469222401,0.005631066802342183,0.006461224303465,0.94123673
IND125001AAA,IND125051AAA,1,0.0019069976580138,0.007368968205550601,0.0056977013651211,0.0068830150626462,0.967131
IND125001AAA,IND335501AAA,1,0.0024828664273144002,0.0085785220389058,0.0056977013651211,0.0068972539369208,0.97745705
IND125001AAA,IND335513AAA,1,0.0015103959347106,0.0041453156813595,0.0056977013651211,0.006449243693443,0.8375248
IND125001AAA,IND335523AAB,1,0.0017902928511351,0.0085731484554421,0.0049079653982009004,0.006449243693443,0.98438644
IND125001AAA,IND335524AAA,1,0.0023045900838743003,0.0089838958877316,0.0055862020762127,0.006461224303465,0.9711618
IND125005AAA,IND000000ACB,0,0.010375008601681501,0.2147386157885999,0.040854531258073305,0.0291400073215966,0.75057626
IND125005AAA,IND125047AAB,1,0.00044316526335920004,0.0050738450728599,0.0039913386108926825,0.0041814057919744,0.9004383
IND125005AAA,IND335513AAA,1,0.00035102888580450004,0.000650490284997,0.0040579731736716,0.0041694251819524,0.9220626
IND125005AAA,IND335523AAB,1,7.113196937999998e-05,0.005078323059079601,0.0032682372067514,0.0041694251819524,0.9377287
IND125005AAA,IND335524AAA,1,0.00044316526335920004,0.0054890704913691,0.0039464738847632,0.0041814057919744,0.9377217
IND125033AAA,IND125001AAA,1,0.0025040286544032,0.0089838958877316,0.0043579872396691,0.0024828661410993,0.8970473
IND125033AAA,IND125005AAA,1,0.0006426038338881001,0.0054890704913691,0.0027182590482196,0.00020304762960869985,0.9403715
IND127021AAA,IND127201AAA,1,3.0500662975000022e-05,2.189237707399868e-06,6.26834294510974e-21,0.0048810087143533,0.9877763
IND131028AAB,IND000000ACB,0,0.005646220167595701,0.1723907836780065,0.036305691210880904,0.018050123910982097,0.5294527
IND131028AAB,IND110037AAM,0,0.0009226898810323998,0.006506252769372098,0.0107914194537295,0.001966301351550301,0.61771375
